image_id,label
train_539c,candy
train_539d,water
train_540a,chips
train_540b,chocolate
train_540c,water
train_540d,honey
train_541a,cereal
train_541b,vinegar
train_541c,soda
train_541d,spices
train_542a,juice
train_542b,juice
train_542c,chocolate
train_542d,milk
train_543a,jam
train_543b,spices
train_543c,fish
train_543d,chips
train_544a,tea
train_544b,rice
train_544c,oil
train_544d,jam
train_545a,tomatosauce
train_545b,soda
train_545c,tea
train_545d,jam
train_546a,chips
train_546b,chocolate
train_546c,tea
train_546d,water
train_547a,candy
train_547b,honey
train_547c,tea
train_547d,chocolate
train_548a,tomatosauce
train_548b,candy
train_548c,candy
train_548d,chocolate
train_549a,chocolate
train_549b,cereal
train_549c,pasta
train_549d,rice
train_550a,spices
train_550b,chocolate
train_550c,flour
train_550d,coffee
train_551a,honey
train_551b,vinegar
train_551c,pasta
train_551d,honey
train_552a,pasta
train_552b,sugar
train_552c,tea
train_552d,candy
train_553a,flour
train_553b,juice
train_553c,nuts
train_553d,pasta
train_554a,candy
train_554b,beans
train_554c,rice
train_554d,chocolate
train_555a,sugar
train_555b,pasta
train_555c,juice
train_555d,tomatosauce
train_556a,tea
train_556b,jam
train_556c,oil
train_556d,corn
train_557a,pasta
train_557b,milk
train_557c,candy
train_557d,milk
train_558a,coffee
train_558b,soda
train_558c,water
train_558d,corn
train_559a,chocolate
train_559b,candy
train_559c,water
train_559d,coffee
train_560a,sugar
train_560b,honey
train_560c,coffee
train_560d,corn
train_561a,candy
train_561b,fish
train_561c,cereal
train_561d,jam
train_562a,flour
train_562b,coffee
train_562c,milk
train_562d,tea
train_563a,nuts
train_563b,juice
train_563c,tea
train_563d,cake
train_564a,soda
train_564b,sugar
train_564c,coffee
train_564d,tomatosauce
train_565a,tea
train_565b,jam
train_565c,coffee
train_565d,chocolate
train_566a,milk
train_566b,milk
train_566c,coffee
train_566d,milk
train_567a,cereal
train_567b,water
train_567c,sugar
train_567d,pasta
train_568a,juice
train_568b,jam
train_568c,spices
train_568d,beans
train_569a,vinegar
train_569b,nuts
train_569c,chocolate
train_569d,spices
train_570a,coffee
train_570b,candy
train_570c,soda
train_570d,soda
train_571a,coffee
train_571b,fish
train_571c,chips
train_571d,juice
train_572a,cereal
train_572b,cereal
train_572c,chips
train_572d,rice
train_573a,corn
train_573b,tomatosauce
train_573c,jam
train_573d,chocolate
train_574a,spices
train_574b,flour
train_574c,tea
train_574d,jam
train_575a,water
train_575b,cereal
train_575c,honey
train_575d,cake
train_576a,juice
train_576b,candy
train_576c,tea
train_576d,tomatosauce
train_577a,juice
train_577b,nuts
train_577c,jam
train_577d,nuts
train_578a,tea
train_578b,candy
train_578c,chocolate
train_578d,pasta
train_579a,cake
train_579b,cereal
train_579c,tea
train_579d,fish
train_580a,chocolate
train_580b,cereal
train_580c,nuts
train_580d,milk
train_581a,coffee
train_581b,sugar
train_581c,sugar
train_581d,corn
train_582a,sugar
train_582b,oil
train_582c,candy
train_582d,water
train_583a,water
train_583b,soda
train_583c,candy
train_583d,chocolate
train_584a,beans
train_584b,juice
train_584c,cake
train_584d,nuts
train_585a,nuts
train_585b,cake
train_585c,tea
train_585d,pasta
train_586a,fish
train_586b,vinegar
train_586c,water
train_586d,cake
train_587a,spices
train_587b,cake
train_587c,chocolate
train_587d,rice
train_588a,flour
train_588b,candy
train_588c,cake
train_588d,spices
train_589a,chocolate
train_589b,tea
train_589c,chips
train_589d,fish
train_590a,tea
train_590b,coffee
train_590c,flour
train_590d,cereal
train_591a,chips
train_591b,cake
train_591c,sugar
train_591d,chocolate
train_592a,tomatosauce
train_592b,water
train_592c,juice
train_592d,jam
train_593a,chips
train_593b,cake
train_593c,cereal
train_593d,cereal
train_594a,cake
train_594b,candy
train_594c,jam
train_594d,oil
train_595a,tomatosauce
train_595b,water
train_595c,pasta
train_595d,candy
train_596a,milk
train_596b,water
train_596c,vinegar
train_596d,tea
train_597a,cereal
train_597b,nuts
train_597c,pasta
train_597d,cake
train_598a,jam
train_598b,cereal
train_598c,corn
train_598d,tomatosauce
train_599a,juice
train_599b,sugar
train_599c,flour
train_599d,candy
train_600a,tea
train_600b,nuts
train_600c,nuts
train_600d,coffee
train_601a,water
train_601b,juice
train_601c,water
train_601d,juice
train_602a,cake
train_602b,sugar
train_602c,tea
train_602d,chocolate
train_603a,nuts
train_603b,vinegar
train_603c,spices
train_603d,juice
train_604a,jam
train_604b,honey
train_604c,tea
train_604d,fish
train_605a,spices
train_605b,sugar
train_605c,tomatosauce
train_605d,spices
train_606a,cake
train_606b,jam
train_606c,water
train_606d,water
train_607a,juice
train_607b,soda
train_607c,chips
train_607d,cake
train_608a,chocolate
train_608b,chips
train_608c,coffee
train_608d,tomatosauce
train_609a,honey
train_609b,vinegar
train_609c,beans
train_609d,cake
train_610a,flour
train_610b,pasta
train_610c,tea
train_610d,juice
train_611a,juice
train_611b,chips
train_611c,candy
train_611d,jam
train_612a,water
train_612b,candy
train_612c,milk
train_612d,chocolate
train_613a,pasta
train_613b,chocolate
train_613c,soda
train_613d,candy
train_614a,chips
train_614b,rice
train_614c,juice
train_614d,water
train_615a,candy
train_615b,flour
train_615c,chocolate
train_615d,spices
train_616a,oil
train_616b,juice
train_616c,sugar
train_616d,spices
train_617a,milk
train_617b,coffee
train_617c,coffee
train_617d,beans
train_618a,chocolate
train_618b,corn
train_618c,pasta
train_618d,milk
train_619a,candy
train_619b,pasta
train_619c,water
train_619d,cereal
train_620a,rice
train_620b,chocolate
train_620c,beans
train_620d,milk
train_621a,candy
train_621b,beans
train_621c,rice
train_621d,vinegar
train_622a,vinegar
train_622b,jam
train_622c,coffee
train_622d,pasta
train_623a,candy
train_623b,water
train_623c,tomatosauce
train_623d,spices
train_624a,juice
train_624b,soda
train_624c,rice
train_624d,pasta
train_625a,pasta
train_625b,coffee
train_625c,pasta
train_625d,tea
train_626a,juice
train_626b,coffee
train_626c,chocolate
train_626d,beans
train_627a,tomatosauce
train_627b,tomatosauce
train_627c,tomatosauce
train_627d,soda
train_628a,candy
train_628b,fish
train_628c,juice
train_628d,cereal
train_629a,honey
train_629b,cereal
train_629c,water
train_629d,juice
train_630a,oil
train_630b,honey
train_630c,juice
train_630d,cake
train_631a,rice
train_631b,water
train_631c,coffee
train_631d,rice
train_632a,cereal
train_632b,juice
train_632c,chocolate
train_632d,jam
train_633a,tea
train_633b,tomatosauce
train_633c,candy
train_633d,tea
train_634a,candy
train_634b,fish
train_634c,soda
train_634d,honey
train_635a,chocolate
train_635b,water
train_635c,vinegar
train_635d,coffee
train_636a,soda
train_636b,coffee
train_636c,soda
train_636d,fish
train_637a,sugar
train_637b,water
train_637c,sugar
train_637d,sugar
train_638a,coffee
train_638b,oil
train_638c,oil
train_638d,fish
train_639a,juice
train_639b,tea
train_639c,chips
train_639d,chips
train_640a,oil
train_640b,candy
train_640c,vinegar
train_640d,jam
train_641a,honey
train_641b,cereal
train_641c,oil
train_641d,coffee
train_642a,coffee
train_642b,honey
train_642c,jam
train_642d,rice
train_643a,honey
train_643b,rice
train_643c,milk
train_643d,honey
train_644a,chocolate
train_644b,corn
train_644c,spices
train_644d,honey
train_645a,vinegar
train_645b,oil
train_645c,flour
train_645d,spices
train_646a,fish
train_646b,cake
train_646c,water
train_646d,chocolate
train_647a,rice
train_647b,nuts
train_647c,spices
train_647d,water
train_648a,jam
train_648b,rice
train_648c,candy
train_648d,vinegar
train_649a,corn
train_649b,flour
train_649c,jam
train_649d,nuts
train_650a,spices
train_650b,chips
train_650c,milk
train_650d,spices
train_651a,juice
train_651b,cake
train_651c,chocolate
train_651d,water
train_652a,candy
train_652b,spices
train_652c,chocolate
train_652d,soda
train_653a,beans
train_653b,cake
train_653c,candy
train_653d,coffee
train_654a,spices
train_654b,coffee
train_654c,candy
train_654d,fish
train_655a,beans
train_655b,candy
train_655c,pasta
train_655d,water
train_656a,pasta
train_656b,pasta
train_656c,vinegar
train_656d,oil
train_657a,coffee
train_657b,beans
train_657c,chocolate
train_657d,nuts
train_658a,milk
train_658b,jam
train_658c,nuts
train_658d,water
train_659a,coffee
train_659b,coffee
train_659c,jam
train_659d,cereal
train_660a,chips
train_660b,oil
train_660c,tea
train_660d,tea
train_661a,candy
train_661b,cereal
train_661c,coffee
train_661d,fish
train_662a,chips
train_662b,coffee
train_662c,candy
train_662d,rice
train_663a,chips
train_663b,spices
train_663c,oil
train_663d,candy
train_664a,candy
train_664b,beans
train_664c,coffee
train_664d,candy
train_665a,tea
train_665b,oil
train_665c,chips
train_665d,chocolate
train_666a,candy
train_666b,soda
train_666c,corn
train_666d,candy
train_667a,chips
train_667b,juice
train_667c,spices
train_667d,beans
train_668a,corn
train_668b,spices
train_668c,jam
train_668d,chocolate
train_669a,corn
train_669b,candy
train_669c,soda
train_669d,cake
train_670a,tea
train_670b,coffee
train_670c,coffee
train_670d,chips
train_671a,fish
train_671b,sugar
train_671c,corn
train_671d,cereal
train_672a,jam
train_672b,coffee
train_672c,nuts
train_672d,oil
train_673a,tea
train_673b,candy
train_673c,vinegar
train_673d,candy
train_674a,milk
train_674b,cereal
train_674c,vinegar
train_674d,tea
train_675a,rice
train_675b,soda
train_675c,coffee
train_675d,jam
train_676a,oil
train_676b,tomatosauce
train_676c,spices
train_676d,candy
train_677a,pasta
train_677b,candy
train_677c,honey
train_677d,chocolate
train_678a,tomatosauce
train_678b,chocolate
train_678c,jam
train_678d,cake
train_679a,cereal
train_679b,beans
train_679c,coffee
train_679d,coffee
train_680a,flour
train_680b,honey
train_680c,coffee
train_680d,flour
train_681a,honey
train_681b,coffee
train_681c,candy
train_681d,nuts
train_682a,vinegar
train_682b,oil
train_682c,tea
train_682d,candy
train_683a,water
train_683b,soda
train_683c,coffee
train_683d,beans
train_684a,pasta
train_684b,jam
train_684c,chocolate
train_684d,soda
train_685a,beans
train_685b,fish
train_685c,nuts
train_685d,chocolate
train_686a,chocolate
train_686b,candy
train_686c,nuts
train_686d,coffee
train_687a,beans
train_687b,candy
train_687c,water
train_687d,chocolate
train_688a,pasta
train_688b,coffee
train_688c,coffee
train_688d,candy
train_689a,water
train_689b,water
train_689c,candy
train_689d,chocolate
train_690a,vinegar
train_690b,soda
train_690c,coffee
train_690d,chocolate
train_691a,water
train_691b,water
train_691c,juice
train_691d,honey
train_692a,pasta
train_692b,nuts
train_692c,candy
train_692d,sugar
train_693a,fish
train_693b,coffee
train_693c,jam
train_693d,milk
train_694a,milk
train_694b,vinegar
train_694c,water
train_694d,jam
train_695a,flour
train_695b,jam
train_695c,spices
train_695d,spices
train_696a,fish
train_696b,tea
train_696c,juice
train_696d,juice
train_697a,cereal
train_697b,chocolate
train_697c,nuts
train_697d,cereal
train_698a,tea
train_698b,nuts
train_698c,sugar
train_698d,corn
train_699a,coffee
train_699b,tomatosauce
train_699c,chips
train_699d,vinegar
train_700a,corn
train_700b,jam
train_700c,candy
train_700d,cake
train_701a,tomatosauce
train_701b,honey
train_701c,fish
train_701d,water
train_702a,candy
train_702b,flour
train_702c,soda
train_702d,water
train_703a,sugar
train_703b,cake
train_703c,tea
train_703d,cereal
train_704a,chocolate
train_704b,tomatosauce
train_704c,candy
train_704d,chocolate
train_705a,sugar
train_705b,jam
train_705c,coffee
train_705d,candy
train_706a,water
train_706b,tomatosauce
train_706c,juice
train_706d,jam
train_707a,juice
train_707b,cereal
train_707c,candy
train_707d,coffee
train_708a,water
train_708b,beans
train_708c,jam
train_708d,chocolate
train_709a,soda
train_709b,tea
train_709c,jam
train_709d,tomatosauce
train_710a,candy
train_710b,jam
train_710c,flour
train_710d,juice
train_711a,tea
train_711b,coffee
train_711c,nuts
train_711d,cereal
train_712a,coffee
train_712b,jam
train_712c,fish
train_712d,pasta
train_713a,chocolate
train_713b,nuts
train_713c,coffee
train_713d,water
train_714a,cereal
train_714b,soda
train_714c,tea
train_714d,tea
train_715a,cereal
train_715b,milk
train_715c,sugar
train_715d,vinegar
train_716a,chocolate
train_716b,pasta
train_716c,candy
train_716d,vinegar
train_717a,oil
train_717b,vinegar
train_717c,tomatosauce
train_717d,chips
train_718a,coffee
train_718b,chocolate
train_718c,corn
train_718d,milk
train_719a,fish
train_719b,tomatosauce
train_719c,cereal
train_719d,spices
train_720a,chips
train_720b,milk
train_720c,rice
train_720d,cake
train_721a,vinegar
train_721b,water
train_721c,coffee
train_721d,rice
train_722a,vinegar
train_722b,milk
train_722c,flour
train_722d,spices
train_723a,pasta
train_723b,spices
train_723c,rice
train_723d,juice
train_724a,juice
train_724b,chocolate
train_724c,tea
train_724d,candy
train_725a,chocolate
train_725b,candy
train_725c,jam
train_725d,cereal
train_726a,flour
train_726b,cereal
train_726c,milk
train_726d,chocolate
train_727a,oil
train_727b,honey
train_727c,fish
train_727d,oil
train_728a,water
train_728b,vinegar
train_728c,cake
train_728d,tea
train_729a,cake
train_729b,juice
train_729c,rice
train_729d,soda
train_730a,vinegar
train_730b,chocolate
train_730c,jam
train_730d,coffee
train_731a,soda
train_731b,nuts
train_731c,cereal
train_731d,soda
train_732a,pasta
train_732b,chocolate
train_732c,juice
train_732d,candy
train_733a,spices
train_733b,cereal
train_733c,oil
train_733d,tea
train_734a,coffee
train_734b,vinegar
train_734c,coffee
train_734d,cereal
train_735a,coffee
train_735b,candy
train_735c,water
train_735d,water
train_736a,pasta
train_736b,milk
train_736c,juice
train_736d,chips
train_737a,cereal
train_737b,corn
train_737c,juice
train_737d,beans
train_738a,chocolate
train_738b,soda
train_738c,milk
train_738d,chocolate
train_739a,flour
train_739b,pasta
train_739c,candy
train_739d,coffee
train_740a,tea
train_740b,juice
train_740c,chocolate
train_740d,chocolate
train_741a,spices
train_741b,fish
train_741c,vinegar
train_741d,chocolate
train_742a,spices
train_742b,tomatosauce
train_742c,oil
train_742d,tea
train_743a,spices
train_743b,tea
train_743c,jam
train_743d,candy
train_744a,cereal
train_744b,spices
train_744c,chips
train_744d,jam
train_745a,chips
train_745b,oil
train_745c,spices
train_745d,spices
train_746a,candy
train_746b,water
train_746c,nuts
train_746d,spices
train_747a,honey
train_747b,soda
train_747c,tea
train_747d,spices
train_748a,cereal
train_748b,juice
train_748c,water
train_748d,water
train_749a,candy
train_749b,spices
train_749c,cake
train_749d,pasta
train_750a,cereal
train_750b,cereal
train_750c,vinegar
train_750d,coffee
train_751a,pasta
train_751b,tomatosauce
train_751c,candy
train_751d,honey
train_752a,water
train_752b,cereal
train_752c,oil
train_752d,candy
train_753a,chips
train_753b,sugar
train_753c,tea
train_753d,soda
train_754a,jam
train_754b,pasta
train_754c,tea
train_754d,rice
train_755a,flour
train_755b,honey
train_755c,honey
train_755d,pasta
train_756a,spices
train_756b,beans
train_756c,vinegar
train_756d,coffee
train_757a,tomatosauce
train_757b,candy
train_757c,coffee
train_757d,water
train_758a,pasta
train_758b,soda
train_758c,flour
train_758d,candy
train_759a,tea
train_759b,water
train_759c,nuts
train_759d,spices
train_760a,tomatosauce
train_760b,tea
train_760c,jam
train_760d,chocolate
train_761a,cake
train_761b,water
train_761c,jam
train_761d,jam
train_762a,cake
train_762b,oil
train_762c,coffee
train_762d,rice
train_763a,coffee
train_763b,chocolate
train_763c,coffee
train_763d,chips
train_764a,cereal
train_764b,spices
train_764c,milk
train_764d,soda
train_765a,cereal
train_765b,coffee
train_765c,fish
train_765d,tea
train_766a,tomatosauce
train_766b,pasta
train_766c,chocolate
train_766d,tea
train_767a,oil
train_767b,milk
train_767c,chocolate
train_767d,water
train_768a,juice
train_768b,beans
train_768c,chips
train_768d,honey
train_769a,tea
train_769b,tomatosauce
train_769c,candy
train_769d,water
train_770a,tomatosauce
train_770b,honey
train_770c,water
train_770d,juice
train_771a,nuts
train_771b,cereal
train_771c,honey
train_771d,coffee
train_772a,sugar
train_772b,honey
train_772c,cake
train_772d,tea
train_773a,water
train_773b,cereal
train_773c,jam
train_773d,juice
train_774a,juice
train_774b,nuts
train_774c,soda
train_774d,soda
train_775a,milk
train_775b,cereal
train_775c,cereal
train_775d,honey
train_776a,chocolate
train_776b,fish
train_776c,jam
train_776d,cereal
train_777a,cereal
train_777b,nuts
train_777c,beans
train_777d,tea
train_778a,candy
train_778b,spices
train_778c,nuts
train_778d,chips
train_779a,tomatosauce
train_779b,vinegar
train_779c,corn
train_779d,rice
train_780a,coffee
train_780b,soda
train_780c,water
train_780d,rice
train_781a,milk
train_781b,juice
train_781c,cereal
train_781d,spices
train_782a,cereal
train_782b,water
train_782c,tomatosauce
train_782d,oil
train_783a,cake
train_783b,coffee
train_783c,nuts
train_783d,coffee
train_784a,jam
train_784b,tomatosauce
train_784c,fish
train_784d,chocolate
train_785a,jam
train_785b,soda
train_785c,milk
train_785d,water
train_786a,tea
train_786b,honey
train_786c,tea
train_786d,chips
train_787a,corn
train_787b,sugar
train_787c,water
train_787d,jam
train_788a,vinegar
train_788b,coffee
train_788c,cereal
train_788d,spices
train_789a,candy
train_789b,candy
train_789c,honey
train_789d,chocolate
train_790a,chocolate
train_790b,flour
train_790c,juice
train_790d,sugar
train_791a,honey
train_791b,water
train_791c,chocolate
train_791d,water
train_792a,cereal
train_792b,beans
train_792c,milk
train_792d,cereal
train_793a,cereal
train_793b,coffee
train_793c,water
train_793d,juice
train_794a,coffee
train_794b,chocolate
train_794c,fish
train_794d,beans
train_795a,oil
train_795b,nuts
train_795c,honey
train_795d,candy
train_796a,tea
train_796b,oil
train_796c,tea
train_796d,candy
train_797a,candy
train_797b,rice
train_797c,rice
train_797d,water
train_798a,coffee
train_798b,nuts
train_798c,candy
train_798d,tomatosauce
train_799a,fish
train_799b,honey
train_799c,spices
train_799d,tomatosauce
train_800a,cereal
train_800b,cake
train_800c,oil
train_800d,vinegar
train_801a,tea
train_801b,water
train_801c,candy
train_801d,juice
train_802a,water
train_802b,jam
train_802c,honey
train_802d,coffee
train_803a,juice
train_803b,tomatosauce
train_803c,soda
train_803d,spices
train_804a,nuts
train_804b,candy
train_804c,coffee
